pid,birthyr,age,male1,educ,faminc,region,trump
3,1981,37,2,5,7,2,1
3,1964,54,2,3,6,1,12
1,1981,37,2,5,8,3,0
7,1964,54,2,3,5,3,86
2,1952,66,2,2,8,3,0
1,1984,34,2,1,4,3,2
3,1970,48,1,5,10,2,1
7,1988,30,2,2,NA,4,64
7,1973,45,1,4,6,1,95
2,1959,59,2,2,2,2,9
6,1989,29,2,1,4,4,15
1,1953,65,2,3,5,1,0
1,1983,35,2,5,9,3,1
3,1973,45,2,3,2,3,41
7,1948,70,2,3,NA,4,75
7,1978,40,1,1,6,4,98
2,1975,43,2,6,10,3,7
3,1987,31,2,5,4,3,0
1,1969,49,2,1,3,4,19
1,1971,47,2,6,10,2,2
4,1965,53,2,2,3,1,34
1,1969,49,2,2,7,4,1
7,1991,27,2,2,4,1,98
5,1970,48,1,6,12,4,40
6,1984,34,1,6,7,4,100
3,1992,26,2,4,3,4,1
5,1997,21,1,3,8,2,88
7,1995,23,2,2,4,3,100
2,1965,53,2,2,2,3,3
4,1960,58,1,4,4,4,0
1,1990,28,1,4,10,4,100
2,1986,32,2,5,10,4,72
1,1991,27,2,3,3,2,69
7,1980,38,2,5,10,3,100
7,1963,55,2,3,2,3,97
1,1947,71,2,2,4,2,16
2,1989,29,2,2,4,3,94
1,1985,33,1,6,8,2,4
5,1965,53,1,4,10,3,100
2,1979,39,1,6,13,3,0
4,1987,31,2,2,5,3,6
6,1950,68,1,3,4,3,99
2,1986,32,2,3,9,4,8
4,1964,54,1,5,12,3,88
2,1962,56,1,5,11,4,0
7,1965,53,1,3,7,3,96
2,1967,51,1,6,6,4,1
4,1989,29,1,1,NA,2,0
1,1978,40,1,6,10,3,1
1,1991,27,2,6,5,1,0
1,1983,35,2,2,1,1,NA
1,1990,28,1,2,5,1,0
4,1982,36,1,3,4,3,100
2,1962,56,1,3,2,2,3
5,1978,40,1,5,10,3,100
6,1984,34,1,3,4,1,51
1,1989,29,2,6,11,3,0
4,1981,37,2,2,8,1,40
3,1995,23,1,4,4,3,50
5,1998,20,2,2,3,3,32
4,1977,41,1,2,5,2,69
6,1990,28,2,6,3,3,64
2,1971,47,1,5,6,1,0
6,1980,38,1,5,10,1,62
4,1954,64,1,2,11,4,99
5,1968,50,1,5,NA,3,76
1,1968,50,2,6,5,2,0
4,1989,29,1,4,6,3,57
1,1955,63,1,2,2,4,2
2,1975,43,1,6,11,2,1
7,2000,18,1,3,NA,3,95
1,1968,50,1,5,6,4,1
3,1979,39,1,2,NA,1,1
4,1958,60,1,4,5,3,2
7,1945,73,1,6,NA,1,69
5,1977,41,1,6,10,3,72
1,1964,54,1,4,11,2,0
3,1989,29,1,6,9,1,0
2,1948,70,2,2,4,3,0
1,1965,53,2,1,1,1,100
2,1997,21,1,3,NA,1,0
2,1981,37,1,1,2,4,53
7,1972,46,1,2,4,1,100
7,1960,58,2,6,9,3,91
4,1963,55,2,3,6,2,93
7,1945,73,2,2,4,1,99
4,1990,28,2,2,2,3,68
1,1940,78,2,4,NA,4,0
3,1989,29,1,6,3,3,1
6,1997,21,2,2,1,2,43
4,1993,25,2,5,8,3,6
1,1984,34,2,5,4,2,4
7,1991,27,1,6,9,3,90
1,1995,23,1,3,10,1,6
3,1955,63,2,3,4,4,3
3,1964,54,2,3,3,4,NA
7,1930,88,2,6,9,1,95
7,1966,52,2,3,4,1,100
1,1958,60,2,2,3,3,9
3,1951,67,2,6,9,2,1
5,1970,48,1,3,3,3,20
1,1994,24,1,5,7,1,0
1,1960,58,2,2,3,1,2
1,1958,60,2,3,12,4,0
1,1972,46,2,6,NA,1,1
2,1977,41,1,3,7,3,6
1,1973,45,2,5,12,3,1
2,1980,38,1,5,9,3,0
1,1962,56,2,5,9,3,2
7,1964,54,1,1,4,4,90
7,1949,69,1,6,15,1,95
1,1981,37,1,3,5,3,34
1,1993,25,2,2,1,3,NA
7,1946,72,2,2,NA,3,96
6,1962,56,2,2,2,3,100
4,1970,48,2,2,4,2,39
3,1987,31,2,3,9,1,2
3,1975,43,2,6,11,4,0
1,1993,25,1,5,4,3,6
1,1960,58,1,5,2,2,0
4,1993,25,2,3,4,3,0
4,1962,56,2,2,3,3,6
1,1958,60,2,5,3,1,10
7,1953,65,1,2,7,1,95
1,1950,68,2,5,NA,1,1
1,1940,78,2,1,1,2,1
3,1979,39,2,5,10,3,4
4,1961,57,2,2,3,1,70
7,1966,52,1,5,12,2,89
5,1961,57,2,3,10,2,80
7,1958,60,1,5,12,4,89
1,1982,36,2,6,7,2,0
1,1944,74,2,6,NA,2,4
2,1960,58,1,3,13,4,61
2,1995,23,1,5,2,4,31
1,1987,31,2,3,4,4,0
1,1987,31,2,5,9,4,0
4,1957,61,2,4,7,2,39
2,1984,34,2,4,7,1,31
4,1968,50,1,6,9,2,35
5,1968,50,2,5,7,3,90
1,1944,74,1,6,NA,4,0
3,1991,27,2,3,5,1,86
1,1990,28,2,3,3,3,NA
3,1991,27,2,3,9,4,2
7,1972,46,1,2,6,3,87
7,1998,20,2,3,NA,2,68
3,1981,37,1,5,7,2,35
3,1984,34,2,3,7,3,2
1,1971,47,2,3,2,3,0
7,1963,55,2,3,10,3,93
4,1962,56,2,3,3,2,76
2,1985,33,1,6,3,4,0
2,1942,76,2,5,8,2,0
5,1962,56,1,5,4,3,25
2,1952,66,1,2,2,3,29
NA,1981,37,2,4,5,3,0
1,1984,34,1,6,11,1,0
4,1977,41,2,3,7,3,68
7,1943,75,1,3,8,1,100
2,1953,65,2,5,NA,4,6
1,1944,74,2,3,7,3,8
1,1940,78,1,3,3,2,19
7,1952,66,2,6,NA,2,98
2,1935,83,1,5,6,4,16
3,1960,58,1,5,14,3,1
1,1960,58,2,5,6,4,3
3,1961,57,2,2,4,4,40
4,1961,57,2,4,1,4,56
4,1988,30,1,2,3,2,0
5,1969,49,2,4,NA,4,95
7,1936,82,2,3,NA,3,90
7,1969,49,2,3,7,3,90
6,1974,44,2,3,10,2,90
3,1963,55,1,3,8,3,2
1,1944,74,2,6,11,1,0
6,1955,63,1,3,8,4,99
3,1955,63,1,2,1,3,5
3,1991,27,2,3,5,3,1
7,1971,47,1,6,8,3,72
1,1951,67,2,3,4,3,0
7,1989,29,2,5,7,2,96
1,1955,63,1,3,7,3,0
7,1950,68,1,5,11,2,91
1,1964,54,1,6,11,3,0
1,1940,78,2,4,2,3,40
2,1978,40,2,3,6,3,0
6,1966,52,2,4,11,1,100
6,1978,40,1,3,7,3,NA
2,1975,43,2,2,5,1,100
5,1946,72,1,4,NA,3,0
1,1957,61,1,5,12,3,0
3,1959,59,1,4,11,2,0
4,1957,61,1,5,3,4,79
4,1957,61,1,5,10,1,41
6,1942,76,2,6,5,3,87
1,1958,60,1,2,12,1,0
4,1986,32,2,2,NA,3,74
7,1965,53,2,3,9,4,70
7,1974,44,2,4,4,4,86
4,1959,59,2,2,2,3,60
3,1981,37,1,6,NA,3,1
1,1973,45,2,3,10,1,1
1,1963,55,2,2,1,4,3
7,1948,70,2,3,4,4,96
7,1942,76,1,5,9,2,98
1,1956,62,1,5,3,3,20
6,1967,51,1,5,8,3,30
4,1990,28,1,4,3,3,1
5,1968,50,1,4,6,2,66
4,1959,59,2,2,7,1,1
1,1961,57,1,3,6,4,0
4,1992,26,1,3,3,4,0
5,1966,52,1,3,10,4,61
4,1966,52,2,4,5,1,63
2,1987,31,2,6,5,2,63
5,1957,61,1,2,NA,4,97
4,1967,51,1,4,1,3,19
6,1957,61,1,4,11,1,84
7,1969,49,1,2,8,2,100
6,1984,34,1,6,5,3,86
5,1970,48,1,3,10,1,98
7,1955,63,1,2,6,4,90
1,1955,63,1,2,3,2,NA
5,1970,48,1,4,10,2,84
4,1999,19,1,2,NA,4,4
1,1993,25,2,5,7,4,0
2,1947,71,2,2,3,2,60
NA,1985,33,1,1,4,3,1
3,1970,48,1,5,6,2,2
7,1998,20,1,3,NA,4,88
2,1990,28,2,3,7,2,NA
1,1983,35,1,2,2,3,9
5,1961,57,1,3,2,2,69
4,1977,41,1,6,11,4,13
4,1972,46,1,5,6,3,1
2,1990,28,1,2,10,1,42
3,1992,26,1,3,4,2,0
1,1988,30,2,5,5,3,94
7,1943,75,2,4,2,2,99
3,1978,40,1,6,9,2,1
6,1980,38,1,3,6,4,56
4,1951,67,1,3,11,3,95
4,1982,36,1,2,NA,3,0
4,1948,70,2,2,4,3,8
2,1979,39,2,4,2,2,49
2,1981,37,2,5,10,4,0
4,1965,53,2,3,8,2,3
3,1964,54,2,3,2,2,9
1,1962,56,2,3,10,3,5
1,1959,59,2,4,8,3,1
2,1948,70,2,2,4,1,21
4,1970,48,1,6,13,4,1
7,1994,24,1,2,2,4,96
2,1959,59,2,3,7,3,67
1,1984,34,1,5,10,3,0
NA,1994,24,2,5,5,3,3
1,1993,25,1,2,8,4,4
1,1998,20,1,2,1,3,86
6,1968,50,1,5,8,2,60
2,1987,31,1,6,4,3,41
1,1977,41,1,6,10,4,0
7,1963,55,1,6,5,3,100
5,1966,52,1,4,3,4,93
2,1976,42,1,5,11,4,20
1,1999,19,1,3,12,4,1
2,1976,42,1,5,14,4,0
2,1975,43,1,3,7,3,4
3,1981,37,1,5,7,1,1
2,1986,32,1,6,11,3,21
2,1968,50,2,2,3,2,1
5,1944,74,2,2,NA,3,64
4,1997,21,2,3,8,1,27
1,1944,74,2,3,2,4,3
7,1928,90,1,3,9,4,90
7,1998,20,2,2,1,3,92
NA,1992,26,2,2,15,3,22
4,1992,26,2,2,7,1,50
7,1971,47,1,3,6,4,99
1,1952,66,1,5,2,3,0
1,1954,64,2,3,12,1,4
4,1958,60,1,2,4,1,85
4,1982,36,2,3,8,3,50
2,1959,59,2,2,2,3,0
3,1964,54,1,2,2,1,41
2,1952,66,1,2,5,4,38
1,1998,20,2,1,2,3,0
NA,1990,28,1,2,3,4,0
3,1968,50,1,5,4,2,1
7,1958,60,2,3,9,1,100
5,1957,61,1,3,4,2,95
1,1951,67,1,6,11,3,0
5,1958,60,2,5,NA,3,100
3,1948,70,2,2,7,3,3
7,1949,69,1,3,7,3,100
4,1988,30,2,1,3,2,19
4,1955,63,2,3,1,2,21
3,1973,45,1,3,5,3,21
2,1952,66,1,3,NA,3,58
4,1981,37,2,4,6,3,10
2,1982,36,2,3,NA,3,16
2,1966,52,2,2,3,2,3
5,1974,44,2,3,5,3,75
2,1984,34,1,4,7,1,2
1,1949,69,2,4,4,4,0
3,1979,39,2,2,2,3,57
6,1995,23,2,4,5,4,90
1,1963,55,2,3,8,3,3
4,1960,58,1,5,1,4,41
7,1949,69,1,3,7,2,99
7,1967,51,1,5,3,3,100
1,1970,48,1,4,9,2,37
1,1985,33,1,5,10,1,72
3,1975,43,1,4,4,4,5
7,1977,41,1,6,12,4,80
5,1960,58,1,6,8,4,17
7,1951,67,1,4,10,2,100
4,1989,29,2,3,3,3,NA
3,1992,26,2,4,2,3,22
1,1950,68,2,2,7,3,0
1,1989,29,2,2,4,3,50
3,1997,21,2,3,NA,3,6
4,1990,28,2,2,5,3,2
1,1985,33,1,2,2,3,1
4,1968,50,1,3,5,3,0
4,1958,60,2,4,2,3,0
5,1965,53,1,3,11,4,89
4,1993,25,2,1,3,3,0
5,1986,32,1,6,9,3,1
3,1994,24,2,2,3,2,2
3,1999,19,2,1,NA,2,58
6,1972,46,1,3,2,3,79
5,1961,57,1,6,NA,3,50
1,1986,32,2,5,NA,3,4
7,1977,41,1,1,3,3,20
6,1977,41,1,6,9,1,9
6,1957,61,1,3,3,2,95
3,1955,63,2,2,9,3,3
5,1943,75,1,6,8,1,100
2,1948,70,2,6,8,2,0
6,1946,72,1,2,5,3,17
3,1960,58,1,4,5,2,2
5,1967,51,1,5,11,2,71
5,1948,70,2,2,2,1,70
7,1953,65,2,3,11,3,98
6,1991,27,2,2,4,3,99
2,1967,51,2,3,3,1,12
1,1985,33,2,1,1,1,5
6,1959,59,1,4,2,2,59
1,1962,56,2,3,2,3,18
1,1943,75,2,3,NA,3,5
2,1984,34,1,3,3,4,1
3,1978,40,2,2,2,1,43
1,1985,33,1,5,NA,3,0
4,1954,64,2,6,NA,4,51
2,1995,23,2,3,3,4,1
2,1962,56,2,5,6,1,0
2,1970,48,1,2,1,2,4
4,1999,19,2,2,1,4,1
1,1940,78,2,5,4,3,3
4,1959,59,1,1,6,1,51
1,1966,52,2,4,2,3,0
7,1955,63,1,3,6,4,100
7,1939,79,1,2,3,4,98
7,1978,40,2,6,NA,3,93
7,1976,42,2,2,4,3,100
3,1999,19,1,3,13,2,0
NA,1989,29,2,3,3,2,45
4,1973,45,2,4,6,3,0
5,1939,79,2,3,9,4,90
4,1998,20,2,2,1,3,6
4,1982,36,2,2,2,3,3
5,1996,22,1,2,NA,2,60
NA,1989,29,2,2,1,3,NA
4,1991,27,2,2,NA,4,51
1,1955,63,2,4,6,3,0
2,1957,61,2,3,7,3,64
2,1949,69,2,3,5,4,5
1,1927,91,1,3,NA,1,2
1,1980,38,1,4,8,3,49
4,1971,47,1,2,5,4,59
7,1961,57,1,6,7,3,90
3,1949,69,1,3,7,4,89
2,1961,57,1,2,10,2,3
6,1973,45,1,5,3,3,18
5,1954,64,2,2,NA,1,99
3,1953,65,1,6,NA,4,0
7,1967,51,2,2,11,2,91
3,1936,82,1,3,4,1,2
7,1948,70,1,5,7,3,100
3,1965,53,2,5,12,4,1
1,1955,63,2,5,9,3,6
1,1953,65,2,2,NA,2,0
4,1963,55,2,6,9,3,0
1,1965,53,1,3,6,3,1
4,1960,58,2,4,8,4,1
6,1965,53,2,2,3,3,42
1,1960,58,2,5,NA,4,0
1,1960,58,2,5,3,1,4
5,1955,63,1,4,8,3,16
4,1959,59,2,5,9,4,50
4,1951,67,1,2,NA,3,100
2,1945,73,2,3,4,4,0
3,1966,52,2,4,1,2,3
3,1945,73,2,3,7,3,0
2,1959,59,1,2,5,4,50
4,1953,65,2,3,9,3,94
3,1983,35,2,3,6,1,19
4,1993,25,2,4,4,4,70
3,1953,65,2,3,8,4,0
4,1973,45,2,2,1,4,46
7,1953,65,2,2,NA,3,80
2,1962,56,2,3,13,4,0
6,1956,62,1,5,4,4,100
5,1936,82,1,3,11,4,100
5,1963,55,1,6,12,3,95
7,1962,56,2,2,6,3,72
2,1960,58,1,5,3,3,20
1,1970,48,2,4,NA,3,100
3,1991,27,1,5,3,1,1
1,1954,64,1,6,13,3,6
7,1972,46,1,5,6,2,100
2,1994,24,1,3,7,2,9
5,1934,84,1,2,5,2,90
1,1959,59,2,6,9,2,1
1,1959,59,2,5,7,3,6
1,1950,68,2,6,8,4,1
5,1964,54,1,3,7,4,100
5,1964,54,2,6,NA,3,71
3,1949,69,1,3,6,4,6
7,1963,55,2,5,7,3,90
5,1946,72,1,4,NA,2,95
1,1964,54,1,4,12,4,0
7,1993,25,2,3,4,4,63
1,1991,27,2,2,3,4,41
4,1940,78,2,2,3,3,1
7,1931,87,2,3,NA,4,99
1,1934,84,2,4,4,3,0
7,1951,67,1,2,4,4,85
4,1965,53,2,4,1,3,93
4,1989,29,2,2,3,3,50
1,1959,59,2,5,6,3,8
4,1962,56,2,3,10,3,0
1,1956,62,1,3,9,1,0
7,1938,80,1,3,3,4,100
1,1974,44,2,2,10,3,1
3,1968,50,2,3,1,3,5
4,1959,59,1,6,8,3,19
1,1966,52,1,2,3,3,100
1,1938,80,2,2,NA,2,0
NA,1996,22,2,2,NA,1,0
1,1959,59,1,3,9,4,5
1,1958,60,2,5,5,2,32
1,1985,33,2,5,5,1,3
4,1958,60,2,2,6,3,45
1,1954,64,1,6,11,3,1
5,1957,61,1,5,9,4,92
2,1969,49,1,4,8,4,1
3,1993,25,1,4,7,3,0
1,1950,68,2,2,5,1,0
1,1977,41,2,3,9,3,3
2,1992,26,2,3,3,4,2
7,1953,65,2,6,10,4,96
1,1957,61,2,6,NA,2,0
7,1951,67,1,6,2,3,75
7,1942,76,2,1,NA,3,94
4,1960,58,1,3,5,1,1
7,1946,72,1,5,12,2,90
7,1949,69,1,6,9,4,97
1,1964,54,2,6,10,3,0
4,1946,72,1,2,5,2,19
4,1965,53,1,1,3,2,1
4,1972,46,2,4,7,4,10
1,1955,63,2,6,13,2,80
1,1946,72,2,2,3,2,1
7,1960,58,1,5,10,1,94
6,1987,31,2,2,3,3,61
4,1973,45,1,4,8,3,0
6,1962,56,2,2,3,3,34
3,1966,52,1,5,11,3,1
5,1979,39,1,4,10,3,99
2,1957,61,2,6,NA,1,1
5,1955,63,2,3,4,4,61
1,1958,60,2,5,11,4,0
4,1994,24,1,2,3,2,52
1,1956,62,2,3,NA,3,1
4,1939,79,1,3,3,2,66
1,1959,59,2,4,3,2,7
1,1978,40,2,6,12,4,0
2,1941,77,1,4,6,4,75
3,1945,73,2,3,2,3,0
4,1975,43,2,4,4,3,67
1,1949,69,1,3,10,2,4
5,1995,23,1,2,10,1,99
1,1954,64,2,5,NA,2,4
3,1939,79,1,2,8,1,3
5,1936,82,2,3,6,3,57
5,1950,68,2,3,5,4,70
7,1964,54,1,4,2,4,99
1,1946,72,2,6,5,3,22
6,1985,33,1,3,3,2,89
1,1943,75,1,3,4,3,2
2,1960,58,2,6,6,1,3
3,1958,60,2,4,NA,2,1
3,1996,22,1,2,NA,1,50
7,1949,69,1,5,NA,3,99
3,1956,62,1,5,3,2,1
3,1962,56,2,3,2,4,1
3,1980,38,2,3,NA,1,0
5,1963,55,1,4,3,3,99
3,1947,71,2,3,8,4,1
1,1953,65,2,3,NA,3,2
6,1982,36,2,6,6,3,7
7,1956,62,2,4,4,1,91
6,1971,47,1,2,8,1,84
1,1963,55,2,6,11,3,1
7,1977,41,2,2,5,3,100
3,1987,31,2,3,6,4,2
7,1973,45,2,5,12,4,90
2,1948,70,1,3,9,3,6
2,1994,24,2,5,NA,4,2
7,1959,59,1,3,13,3,79
7,1958,60,2,6,11,3,98
1,1953,65,2,2,8,4,1
4,1964,54,1,6,8,4,56
1,1943,75,2,2,7,2,2
3,1979,39,1,2,NA,3,100
3,1955,63,1,3,1,4,0
5,1942,76,1,2,3,3,100
1,1952,66,1,4,14,4,0
7,1941,77,2,3,4,4,80
3,1946,72,2,3,5,4,0
4,1956,62,2,3,2,1,0
2,1971,47,2,2,1,1,1
1,1940,78,1,3,7,4,0
1,1946,72,2,3,4,4,15
1,1962,56,2,3,2,3,0
1,1951,67,1,3,9,4,0
1,1948,70,2,4,NA,1,1
4,1986,32,1,3,7,4,100
1,1992,26,2,2,7,4,15
5,1976,42,2,5,3,4,34
1,1951,67,2,2,4,3,0
7,1946,72,2,4,4,4,100
6,1991,27,2,2,NA,1,60
7,1954,64,1,5,6,1,88
3,1995,23,2,2,2,1,27
4,1946,72,2,3,3,3,97
5,1954,64,1,3,4,3,70
4,1968,50,1,6,NA,4,97
6,1950,68,2,2,5,3,67
2,1955,63,1,4,3,4,5
7,1954,64,1,5,8,3,86
6,1939,79,2,3,4,4,100
5,1949,69,2,3,9,4,94
1,1989,29,2,6,11,4,3
2,1960,58,2,5,9,2,0
4,1973,45,2,3,8,1,61
4,1984,34,2,5,4,3,6
4,1999,19,2,2,NA,2,0
1,1995,23,2,5,4,3,0
6,1949,69,1,3,NA,2,91
3,1955,63,1,4,1,3,3
1,1968,50,2,5,13,3,3
7,1938,80,1,2,NA,4,100
NA,1956,62,1,2,8,1,71
6,1994,24,1,3,9,4,26
6,1961,57,1,5,6,3,30
6,1959,59,1,6,10,3,100
6,1977,41,1,3,5,4,65
7,1957,61,1,1,11,1,100
4,1939,79,1,6,NA,3,86
2,1943,75,2,6,2,4,0
2,1969,49,2,2,6,3,2
1,1954,64,2,6,NA,3,0
5,1935,83,1,3,4,2,96
6,1958,60,2,5,4,1,25
6,1957,61,1,6,8,1,100
1,1962,56,1,5,11,4,1
4,1954,64,2,5,NA,3,60
7,1956,62,1,4,1,4,31
4,1943,75,1,6,12,4,0
3,1992,26,2,3,NA,3,0
7,1956,62,2,6,2,2,99
NA,1998,20,2,3,NA,4,10
3,1949,69,2,5,NA,4,0
6,1937,81,2,3,8,4,99
NA,1969,49,1,2,2,3,61
6,1940,78,2,3,NA,4,100
1,1981,37,2,5,8,3,4
7,1977,41,1,2,1,1,100
1,1984,34,2,6,9,1,0
4,1967,51,2,3,3,3,88
1,1950,68,2,3,2,3,0
5,1940,78,1,3,10,4,70
1,1984,34,2,3,11,3,0
1,1971,47,1,6,11,1,3
7,1961,57,1,3,4,2,83
7,1961,57,2,3,11,3,53
2,1966,52,2,5,1,3,1
3,1959,59,2,2,8,2,20
1,1950,68,2,3,2,4,1
2,1982,36,2,5,9,1,45
2,1978,40,1,2,1,2,69
1,1981,37,2,2,2,3,0
7,1943,75,2,3,5,2,100
6,1952,66,2,5,6,3,99
3,1932,86,2,4,NA,4,0
4,1948,70,1,3,NA,4,99
7,1946,72,2,5,NA,2,100
4,1981,37,2,2,2,4,28
2,1985,33,2,6,9,2,0
2,1982,36,2,4,3,2,45
4,1988,30,1,2,NA,3,3
7,1965,53,1,5,NA,3,99
7,1962,56,1,3,4,4,68
7,1948,70,2,2,1,4,100
4,1956,62,2,5,4,2,44
1,1988,30,2,5,1,2,34
3,1961,57,1,4,4,4,0
7,1941,77,2,3,4,2,93
7,1947,71,1,4,8,4,100
5,1942,76,1,3,6,3,100
7,1962,56,1,5,3,3,72
1,1995,23,2,5,3,2,3
2,1972,46,1,6,7,2,0
1,1963,55,2,3,9,1,3
