pid,birthyr,age,male1,educ,faminc,region,trump
3,1998,20,2,3,NA,2,0
7,1962,56,1,3,6,4,98
2,1961,57,2,4,6,1,6
5,1961,57,1,6,8,3,70
6,1995,23,2,3,NA,3,86
1,1958,60,1,6,7,4,0
1,1988,30,1,2,6,4,88
4,1950,68,1,4,NA,3,100
2,1989,29,1,5,13,4,0
1,1987,31,2,6,9,1,4
2,1989,29,2,2,9,4,4
NA,1968,50,2,1,4,3,10
3,1985,33,1,6,3,4,0
NA,1976,42,2,2,2,1,25
7,1970,48,2,1,3,3,96
1,1993,25,2,3,2,3,0
6,1946,72,2,5,NA,4,91
5,1972,46,2,6,8,2,70
5,1998,20,1,2,3,3,75
2,1973,45,1,5,13,4,2
5,1988,30,1,3,7,4,78
3,1970,48,1,6,9,1,16
1,1947,71,2,5,7,3,0
2,1955,63,2,5,4,1,1
6,1971,47,2,4,8,1,100
NA,1960,58,2,2,2,1,2
5,1989,29,1,5,7,1,100
1,1967,51,2,3,4,4,0
7,1963,55,2,2,7,4,97
3,1994,24,2,1,1,1,0
3,1980,38,1,2,1,3,7
1,1994,24,2,5,8,1,0
6,1940,78,1,3,4,3,99
3,1971,47,1,5,4,2,0
1,1995,23,2,5,13,4,0
1,1968,50,2,5,8,4,4
NA,1990,28,2,2,1,1,100
4,1947,71,2,2,2,2,6
4,1977,41,2,2,4,2,1
3,1951,67,2,3,9,1,0
5,1985,33,1,3,1,3,99
1,1978,40,1,3,NA,4,0
1,1957,61,1,3,9,3,0
2,1977,41,2,2,1,3,5
5,1957,61,2,5,1,3,5
3,1988,30,2,5,7,1,0
3,1966,52,1,2,3,1,47
2,1966,52,2,4,3,2,100
4,1998,20,2,1,1,3,2
3,1986,32,1,6,5,3,0
5,1947,71,1,2,4,3,100
2,1962,56,2,3,NA,2,28
3,1942,76,2,4,3,4,1
2,1932,86,2,2,3,2,4
3,1961,57,2,3,7,2,3
1,1953,65,2,6,8,3,5
2,1979,39,2,4,7,1,11
1,1978,40,2,2,12,3,51
5,1962,56,1,3,8,3,88
4,1974,44,1,6,NA,4,100
4,1957,61,1,5,NA,1,88
1,1958,60,2,5,4,3,2
NA,1992,26,2,3,NA,3,46
1,1982,36,2,5,11,2,0
1,1962,56,2,5,NA,4,9
5,1964,54,1,6,NA,4,95
6,1970,48,1,3,NA,3,40
3,1992,26,2,3,NA,2,9
2,1981,37,2,6,10,1,70
4,1962,56,2,4,1,4,79
2,1966,52,2,3,10,3,2
3,1939,79,1,3,2,4,4
1,1952,66,1,3,2,3,2
3,1953,65,2,3,5,4,1
4,1951,67,1,4,2,3,1
4,1986,32,2,2,3,2,15
5,1942,76,2,3,4,3,100
7,1944,74,1,4,7,4,100
3,1958,60,1,3,7,4,1
3,1975,43,2,4,5,4,67
1,1961,57,2,6,9,4,1
1,1959,59,2,3,4,2,0
1,1953,65,2,2,2,1,2
4,1988,30,2,5,3,3,3
7,1956,62,2,6,NA,4,99
7,1971,47,1,3,9,3,100
7,1959,59,2,6,10,2,71
4,1982,36,2,1,3,3,65
1,1941,77,2,5,4,4,20
7,1952,66,2,5,14,3,100
1,1958,60,1,4,8,3,4
5,1970,48,1,5,6,3,94
5,1984,34,2,5,9,3,47
4,1984,34,1,3,3,3,53
NA,1973,45,1,5,10,4,NA
7,1967,51,1,5,12,2,97
1,1999,19,1,3,10,2,0
5,1978,40,2,5,2,3,99
3,1969,49,2,6,12,3,3
1,1939,79,2,5,9,1,0
1,1963,55,2,1,1,1,3
1,1960,58,1,6,15,4,1
1,1989,29,2,6,NA,4,0
7,1960,58,1,6,16,3,92
7,1960,58,2,4,NA,1,100
7,1950,68,1,4,5,3,100
7,1969,49,2,3,5,3,100
5,1965,53,2,4,2,3,89
3,1961,57,2,6,10,2,0
1,1965,53,2,3,1,2,5
1,1989,29,2,6,13,4,58
4,1992,26,2,2,2,1,1
7,1982,36,2,3,4,4,NA
7,1964,54,2,2,6,4,98
5,1953,65,1,4,NA,4,100
1,1944,74,2,6,16,4,0
1,1937,81,2,5,10,2,3
2,1989,29,1,5,9,1,1
7,1965,53,1,5,NA,3,98
7,1940,78,2,2,5,4,99
NA,1990,28,2,2,1,1,52
1,1953,65,2,2,4,2,0
5,1941,77,2,3,3,4,96
6,1973,45,2,6,8,3,16
1,1956,62,1,3,4,4,3
4,1969,49,2,4,NA,1,91
1,1960,58,1,5,5,1,1
6,1959,59,2,5,8,2,20
4,1942,76,2,4,4,4,99
5,1956,62,1,5,5,1,71
1,1954,64,2,6,13,1,2
7,1964,54,2,2,7,2,100
7,1965,53,2,2,1,3,84
1,1974,44,2,3,2,2,5
5,1957,61,1,6,12,2,7
1,1991,27,2,4,3,3,0
6,1961,57,1,3,11,4,85
1,1959,59,1,5,13,4,0
4,1989,29,2,3,9,4,31
1,1939,79,2,3,7,1,0
7,1946,72,2,2,6,2,99
7,1954,64,1,3,15,2,100
7,1949,69,1,3,10,4,100
7,1953,65,1,2,9,1,95
1,1964,54,1,5,11,2,0
7,1943,75,2,3,NA,3,96
1,1948,70,2,5,NA,3,0
4,1965,53,2,2,NA,3,4
7,1968,50,1,3,NA,3,99
1,1968,50,1,5,6,1,6
2,1976,42,2,5,14,4,2
7,1962,56,1,6,3,2,100
7,1939,79,1,5,NA,4,90
5,1949,69,2,5,NA,4,88
2,1970,48,1,4,9,2,90
NA,1988,30,2,4,NA,4,3
1,1971,47,1,3,8,4,0
4,1982,36,2,5,7,2,56
4,1969,49,1,3,9,3,0
4,1965,53,2,5,8,4,81
2,1978,40,1,5,8,3,0
1,1986,32,1,3,NA,1,0
4,1996,22,2,3,4,4,3
7,1964,54,2,3,1,4,95
4,1965,53,1,5,11,4,60
5,1955,63,1,6,4,3,94
6,1961,57,1,6,12,3,59
2,1957,61,1,4,10,3,13
1,1986,32,2,5,12,3,0
6,1937,81,1,3,NA,3,99
1,1958,60,2,6,8,3,6
7,1945,73,2,5,9,3,98
1,1942,76,2,6,4,2,1
4,1964,54,1,4,8,2,41
4,1977,41,1,2,NA,1,0
4,1987,31,2,3,6,4,3
7,1965,53,2,5,10,2,95
1,1970,48,1,6,16,3,1
5,1962,56,2,2,3,2,93
1,1992,26,2,3,3,2,1
3,1956,62,1,6,11,4,4
1,1974,44,2,5,13,4,88
7,1988,30,2,6,9,3,61
1,1956,62,1,3,7,2,0
4,1979,39,2,2,NA,2,71
7,1985,33,2,3,6,3,100
6,1947,71,1,6,NA,3,85
3,1961,57,1,5,2,2,1
3,1984,34,2,3,5,2,0
1,1944,74,2,5,9,3,NA
3,1985,33,2,5,10,4,0
3,1977,41,1,6,12,4,1
3,2000,18,2,3,3,3,28
3,1971,47,2,6,7,4,1
1,1948,70,2,5,9,3,2
1,1955,63,2,5,NA,4,6
3,1967,51,2,5,7,4,4
2,1972,46,1,3,4,2,27
3,1980,38,2,4,4,1,5
3,1982,36,2,6,NA,2,0
1,1937,81,2,3,8,4,3
4,1962,56,1,6,12,4,0
1,1948,70,2,2,3,2,10
4,1998,20,2,3,5,2,16
1,1972,46,2,6,3,2,8
2,1992,26,1,5,8,2,6
2,1962,56,2,2,8,3,19
3,1940,78,2,3,5,4,1
1,1963,55,2,5,9,3,0
2,1966,52,2,6,5,3,3
7,1961,57,1,6,12,2,70
7,1959,59,2,3,6,2,95
7,1982,36,2,2,10,3,94
3,1970,48,1,3,1,1,1
3,1951,67,1,3,NA,1,0
5,1953,65,1,4,NA,1,100
1,1939,79,1,2,3,4,0
7,1971,47,2,4,1,3,3
1,1990,28,2,4,4,3,7
2,2000,18,2,3,5,3,2
6,1987,31,2,2,3,3,80
1,1956,62,2,6,6,3,1
4,1984,34,2,2,3,3,0
4,1959,59,2,2,2,2,61
2,1974,44,2,6,NA,4,1
5,1987,31,2,5,8,4,61
1,1963,55,2,3,2,1,4
7,1989,29,2,3,11,4,88
3,2000,18,2,2,3,3,1
3,1973,45,2,5,9,3,5
4,1954,64,1,5,11,4,100
1,1993,25,2,2,8,4,36
NA,1972,46,1,2,NA,1,15
1,1990,28,2,5,5,2,0
1,1959,59,1,4,1,4,3
3,1986,32,2,2,NA,3,0
2,1964,54,1,5,11,2,3
4,1967,51,2,4,4,4,0
2,1978,40,2,6,6,3,3
7,1944,74,2,4,1,4,100
6,1962,56,1,6,8,3,1
5,1956,62,1,6,10,2,41
2,1955,63,1,5,12,1,2
5,1972,46,1,4,4,1,78
4,1974,44,2,3,5,4,53
4,1975,43,1,6,7,4,0
1,1959,59,2,6,11,4,3
7,1940,78,2,3,NA,1,94
4,1983,35,2,2,NA,3,2
7,1972,46,1,5,6,3,91
4,1969,49,2,2,5,2,51
1,1954,64,1,5,1,4,3
1,1955,63,2,6,5,3,3
2,1984,34,1,2,1,3,0
2,1959,59,2,2,6,3,0
4,1986,32,2,5,3,4,1
1,1964,54,2,4,3,4,2
1,1990,28,2,2,3,2,11
7,1971,47,2,3,3,1,97
4,1998,20,2,2,9,3,0
5,1988,30,2,4,9,2,84
6,1964,54,2,5,10,1,70
NA,1939,79,1,2,NA,4,1
2,1948,70,2,2,2,3,2
7,1951,67,1,4,NA,4,100
1,1993,25,2,3,6,2,0
5,1947,71,2,2,9,4,97
4,1962,56,2,2,4,3,96
7,1956,62,1,4,3,3,100
4,1966,52,1,5,7,2,42
6,1988,30,2,5,7,4,1
7,1983,35,2,4,10,4,71
3,1991,27,2,6,7,3,0
1,1990,28,1,5,7,4,2
5,1960,58,1,5,5,1,97
2,1964,54,2,3,2,2,6
2,1969,49,1,5,4,3,22
3,1978,40,1,3,13,4,0
4,1974,44,1,2,1,1,52
2,1967,51,2,4,4,2,1
1,1986,32,1,5,5,2,1
4,1955,63,1,3,2,2,50
4,1968,50,1,2,1,2,70
1,1993,25,1,3,5,3,0
5,1957,61,2,5,NA,2,95
1,1992,26,2,5,6,2,0
1,1974,44,2,6,8,1,4
7,1974,44,1,2,NA,1,92
4,1962,56,2,6,9,3,10
7,1965,53,1,3,12,2,100
6,1992,26,2,6,7,1,41
4,1994,24,2,2,1,3,16
1,1983,35,2,3,3,3,35
1,1961,57,1,6,9,3,0
4,1966,52,1,6,7,4,50
2,1988,30,1,5,11,4,0
2,1971,47,2,2,NA,2,8
7,1993,25,2,4,8,3,100
5,1990,28,1,6,9,4,100
3,1968,50,1,3,5,1,0
4,1952,66,2,2,2,4,67
1,1982,36,2,6,7,3,2
1,1966,52,1,6,NA,2,0
4,1967,51,1,2,7,2,30
7,1985,33,2,2,10,4,100
1,1968,50,2,2,3,1,1
5,1950,68,1,4,12,4,100
2,1944,74,2,3,3,3,2
2,1967,51,2,1,2,2,1
7,1959,59,1,4,4,4,72
6,1958,60,2,5,6,4,96
1,1953,65,2,3,NA,3,0
5,1987,31,1,3,3,4,71
5,1940,78,1,6,10,4,97
1,1946,72,2,3,2,3,4
3,1970,48,2,3,2,3,60
1,1952,66,2,3,NA,1,1
1,1993,25,2,5,6,2,0
5,1987,31,1,6,9,3,21
5,1986,32,1,6,14,1,30
5,1954,64,1,3,8,4,60
7,1984,34,2,1,4,3,80
2,1985,33,1,5,1,1,94
3,1954,64,2,5,9,4,18
6,1977,41,2,5,6,4,6
1,1968,50,2,6,8,4,0
6,1972,46,2,5,6,1,90
5,1928,90,1,6,11,3,70
1,1978,40,2,5,9,1,4
1,1938,80,1,6,10,1,7
6,1985,33,1,6,NA,3,98
7,1941,77,2,2,4,3,100
1,1956,62,1,5,2,4,3
6,1987,31,1,5,6,2,40
3,1993,25,1,6,7,1,1
1,1999,19,2,3,7,3,0
7,1964,54,2,6,12,1,99
5,1959,59,2,5,9,4,100
5,1961,57,1,5,7,3,100
7,1964,54,2,2,12,1,59
1,1956,62,1,5,NA,4,0
7,1963,55,2,3,11,3,99
2,1942,76,1,4,NA,4,1
3,1949,69,1,2,2,3,91
1,1972,46,2,6,7,1,1
3,1973,45,1,3,7,4,0
7,1949,69,1,3,5,3,70
6,1960,58,2,2,2,2,100
4,1957,61,1,5,12,1,5
6,1973,45,2,5,NA,3,95
2,1963,55,1,4,3,2,0
2,1982,36,1,5,9,4,1
6,1983,35,2,3,5,3,69
1,1964,54,2,5,9,3,0
1,1980,38,1,5,11,3,0
4,1956,62,1,3,4,4,0
1,1995,23,1,5,11,4,1
NA,1993,25,2,2,4,3,3
1,1968,50,2,5,7,2,1
1,1991,27,2,5,5,1,28
5,1966,52,2,2,7,1,95
7,1989,29,2,3,2,3,88
1,1994,24,2,5,10,4,0
NA,1957,61,1,3,2,1,61
4,1970,48,2,3,3,4,1
3,1958,60,1,6,10,4,1
2,1950,68,1,2,3,4,100
6,1997,21,2,3,NA,4,47
3,1971,47,2,5,NA,2,1
6,1988,30,2,5,7,4,12
6,1956,62,2,2,4,2,90
2,1981,37,2,2,5,3,2
7,1979,39,2,1,4,2,88
7,1976,42,2,6,16,3,95
2,1946,72,1,3,2,2,50
4,1952,66,1,6,11,4,1
4,1990,28,2,3,3,1,51
2,1956,62,2,6,10,4,0
1,1983,35,2,6,10,3,0
4,1935,83,2,3,11,3,82
3,1990,28,1,6,10,2,1
1,1978,40,2,6,10,3,0
7,1932,86,2,2,4,4,100
4,1954,64,2,2,3,1,41
7,1937,81,2,3,9,4,97
3,1936,82,1,3,10,3,12
NA,1973,45,2,1,3,2,45
7,1940,78,2,2,8,3,100
NA,1981,37,2,4,4,2,29
1,1950,68,2,2,5,4,5
5,1962,56,2,4,10,2,53
6,1964,54,1,6,10,4,55
3,1995,23,2,6,5,3,2
1,1985,33,2,3,6,4,24
3,1937,81,2,4,5,2,0
5,1939,79,2,2,NA,1,100
7,1954,64,2,5,6,3,90
7,1955,63,2,2,NA,2,100
7,1970,48,2,4,7,1,70
2,1946,72,2,2,9,4,1
5,1940,78,2,3,9,2,67
7,1957,61,1,4,9,3,99
1,1968,50,2,3,2,2,2
1,1975,43,1,5,9,4,5
3,1980,38,2,6,8,1,0
5,1970,48,1,2,7,3,99
4,1985,33,2,2,4,2,0
5,1954,64,1,4,9,4,70
5,1958,60,1,5,9,3,73
1,1953,65,2,3,4,4,1
1,1952,66,1,2,4,1,0
3,1987,31,2,3,NA,4,60
2,1981,37,2,4,7,3,0
7,1992,26,1,5,6,2,100
5,1998,20,2,2,1,3,58
2,1966,52,2,3,7,3,32
2,1962,56,2,3,1,3,56
1,1969,49,1,5,13,1,NA
6,1959,59,1,3,9,3,100
7,1949,69,2,5,3,3,100
7,1970,48,2,6,12,3,100
5,1951,67,1,5,7,2,100
3,1962,56,2,5,4,4,3
6,1952,66,1,5,5,3,63
2,1947,71,1,6,1,3,88
6,1960,58,1,6,3,2,95
1,1958,60,2,5,8,2,5
7,1957,61,1,3,8,4,92
1,1944,74,2,6,NA,2,6
4,1946,72,2,5,2,4,35
4,1965,53,2,2,5,3,4
3,1943,75,2,4,4,4,0
2,1937,81,2,4,4,3,31
2,1990,28,2,3,2,3,2
4,1954,64,1,5,12,4,1
6,1943,75,2,4,5,2,98
4,1980,38,2,2,2,3,58
2,1975,43,2,2,2,2,30
7,1985,33,2,6,9,4,70
2,1967,51,2,5,NA,2,1
6,1959,59,1,3,11,1,100
1,1958,60,2,5,6,4,4
1,1946,72,1,6,10,3,0
5,1968,50,1,5,6,4,100
3,1944,74,2,6,6,4,0
4,1994,24,2,3,4,2,1
1,1947,71,2,5,7,4,4
1,1955,63,2,6,4,3,0
6,1954,64,2,6,4,3,99
3,1962,56,1,3,1,2,1
2,1998,20,2,3,2,4,14
5,1964,54,2,3,7,1,89
2,1983,35,1,2,NA,2,16
6,1996,22,2,2,2,2,30
2,1989,29,2,5,6,1,0
1,1974,44,2,6,10,3,2
1,1961,57,1,6,9,4,0
NA,1980,38,2,2,2,4,47
4,1967,51,1,5,NA,4,25
7,1991,27,2,3,9,4,100
7,1972,46,2,5,8,2,93
3,1991,27,2,3,1,4,3
3,1960,58,1,6,11,2,0
1,1976,42,2,5,NA,4,1
7,1969,49,2,3,8,4,85
4,1980,38,2,2,2,1,53
1,1986,32,2,5,9,3,4
3,1979,39,1,5,4,2,3
1,1974,44,1,6,12,4,1
5,1959,59,2,2,1,3,76
7,1941,77,2,2,1,4,100
2,1966,52,2,2,7,1,0
3,1988,30,1,5,9,2,2
3,1973,45,1,5,NA,4,0
4,1942,76,1,5,3,2,1
3,1934,84,1,6,13,1,1
1,1981,37,1,5,9,4,0
3,1975,43,1,2,4,3,17
1,1967,51,2,5,8,3,0
1,1962,56,2,6,4,3,1
4,1961,57,2,6,6,4,0
6,1968,50,1,3,10,3,98
4,1981,37,2,4,NA,4,69
1,1960,58,1,4,4,3,22
3,1968,50,2,6,NA,3,1
5,1958,60,1,6,NA,3,96
2,1960,58,2,1,1,2,4
7,1948,70,2,3,6,1,100
1,1975,43,2,3,4,3,1
7,1946,72,2,3,2,2,100
1,1983,35,2,5,NA,4,0
3,1949,69,2,2,3,1,1
6,1990,28,2,2,7,1,82
1,1962,56,1,6,7,4,31
4,1972,46,1,5,6,2,98
6,1969,49,1,3,NA,3,100
2,1958,60,2,6,5,2,6
1,1981,37,2,2,3,1,0
1,1947,71,2,2,5,2,1
1,1969,49,2,5,13,4,4
4,1970,48,2,2,1,2,41
4,1956,62,1,4,8,4,41
1,1960,58,2,6,10,3,0
4,1973,45,2,6,12,3,30
5,1965,53,1,3,4,3,99
1,1960,58,1,5,NA,1,0
6,1968,50,1,5,4,3,97
1,1964,54,2,6,7,1,0
2,1951,67,2,3,11,2,22
3,1977,41,2,5,NA,3,13
4,1992,26,2,3,3,1,1
5,1938,80,2,6,9,3,88
3,1966,52,1,4,4,4,3
4,1975,43,2,3,9,4,89
1,1964,54,2,5,7,2,4
2,1965,53,1,3,5,4,9
1,1990,28,1,5,7,3,8
1,1948,70,2,3,8,3,0
6,1984,34,2,5,8,2,74
1,1975,43,2,6,9,4,1
4,1981,37,2,4,5,2,94
7,1980,38,1,3,6,4,100
7,1977,41,1,1,7,3,100
2,1983,35,2,6,10,3,1
4,1949,69,1,4,NA,4,71
4,1959,59,2,4,9,3,73
1,1963,55,2,4,NA,3,0
1,1964,54,1,5,3,3,1
3,1966,52,1,5,NA,3,8
3,1951,67,2,2,7,4,0
4,1966,52,2,3,5,1,3
7,1965,53,2,3,4,4,63
4,1943,75,2,2,NA,2,72
2,1966,52,2,2,2,2,40
7,1983,35,2,6,16,2,100
1,1956,62,1,2,3,1,0
NA,1963,55,1,1,3,2,31
2,1950,68,2,3,6,3,85
2,1980,38,2,5,11,4,4
5,1952,66,2,4,8,3,87
4,1975,43,2,3,3,2,30
1,1935,83,2,3,6,4,3
5,1989,29,2,5,15,3,72
2,1961,57,2,3,5,2,0
1,1987,31,1,5,9,2,0
5,1957,61,1,1,NA,1,98
4,1984,34,1,5,10,1,51
3,1962,56,1,5,2,3,0
1,1958,60,1,6,7,3,0
7,1949,69,1,5,12,3,97
4,1955,63,1,6,2,4,1
6,1965,53,2,6,10,3,25
1,1951,67,1,5,9,2,1
1,1944,74,2,6,10,2,5
1,1942,76,1,3,8,1,1
4,1952,66,1,5,6,1,1
1,1953,65,1,6,13,4,5
5,1950,68,1,3,NA,4,84
6,1957,61,1,3,3,3,80
1,1986,32,2,3,7,4,2
4,1991,27,2,3,6,4,100
5,1949,69,1,4,NA,3,100
4,1954,64,2,3,3,2,29
7,1961,57,1,3,9,3,100
1,1960,58,2,5,2,3,0
1,1953,65,1,3,6,4,1
1,1957,61,2,4,8,4,13
1,1965,53,1,3,3,3,60
3,1977,41,1,1,5,3,0
5,1952,66,1,2,NA,2,97
2,1952,66,2,3,2,3,3
5,1985,33,1,2,4,2,85
4,1950,68,2,2,3,2,20
3,1946,72,1,5,NA,4,0
4,1958,60,2,2,2,3,79
6,1967,51,1,2,5,3,68
1,1981,37,1,3,3,3,2
1,1958,60,2,3,8,1,10
2,1962,56,2,3,2,2,20
1,1962,56,1,6,12,4,0
1,1995,23,1,4,4,2,0
7,1983,35,1,5,10,4,73
7,1965,53,1,6,NA,3,96
4,1964,54,2,2,3,3,89
1,1962,56,1,4,3,3,6
1,1965,53,1,5,4,1,1
1,1958,60,2,6,4,2,0
3,1957,61,1,3,3,2,70
2,1953,65,2,6,8,4,5
NA,1962,56,1,2,3,2,6
5,1954,64,1,5,12,2,90
2,1979,39,2,5,12,1,60
1,1967,51,2,5,10,4,0
1,1984,34,2,3,2,1,73
5,1975,43,2,4,5,2,42
1,1981,37,2,2,1,3,33
3,1981,37,1,2,4,3,0
6,1966,52,2,4,4,1,99
7,1953,65,1,4,4,4,95
6,1957,61,2,3,NA,3,100
1,1982,36,1,6,11,1,49
7,1962,56,2,3,3,2,100
4,1965,53,2,6,NA,1,13
1,1977,41,1,5,2,3,1
5,1939,79,2,3,8,1,99
NA,1978,40,2,3,4,4,NA
7,1931,87,2,3,5,3,100
3,1971,47,2,6,11,2,0
4,1964,54,2,3,6,3,50
1,1977,41,2,4,1,3,1
7,1965,53,1,2,7,2,80
6,1961,57,1,3,5,3,96
7,1958,60,2,4,9,3,98
7,1964,54,2,5,15,1,85
1,1954,64,2,3,3,3,22
7,1946,72,2,2,7,3,100
6,1956,62,1,4,5,2,50
5,2000,18,2,2,3,3,99
4,1961,57,1,4,3,1,4
4,1954,64,1,3,7,4,71
2,1939,79,2,2,3,2,1
2,1971,47,2,2,1,1,70
1,1991,27,2,3,1,3,0
1,1966,52,2,3,6,3,3
1,1983,35,2,5,NA,3,1
3,1990,28,1,5,5,2,0
6,1951,67,2,2,5,1,4
