pid,birthyr,age,male1,educ,faminc,region,trump
5,1985,33,2,2,4,2,2
7,1970,48,2,2,4,2,13
4,1990,28,1,3,NA,4,20
3,1990,28,2,3,3,4,0
6,2000,18,2,1,NA,3,27
3,1994,24,2,5,5,3,70
7,1972,46,1,2,5,2,100
3,1994,24,2,5,14,1,1
7,1942,76,1,3,11,3,99
1,1941,77,2,6,15,4,3
1,1988,30,1,4,3,1,0
1,1948,70,2,2,NA,3,0
2,1977,41,2,4,9,3,2
3,1950,68,2,4,9,3,2
4,1966,52,2,2,1,1,1
1,1965,53,2,3,4,1,0
7,1961,57,1,5,10,3,90
3,1960,58,1,5,NA,4,0
1,1944,74,2,3,2,1,2
5,1938,80,2,4,NA,4,72
4,1977,41,2,4,7,3,20
1,1967,51,2,5,3,3,3
7,1970,48,1,3,2,2,99
5,1938,80,2,2,3,4,71
1,1980,38,2,3,7,1,4
1,1931,87,2,2,NA,3,5
7,1966,52,1,3,3,3,95
3,1979,39,2,1,2,2,0
1,1982,36,1,4,8,2,0
4,1993,25,2,4,5,3,1
3,1959,59,2,2,9,4,6
5,1979,39,2,3,7,2,93
4,1957,61,2,2,4,2,89
2,1953,65,1,2,3,1,0
7,1965,53,1,4,8,1,55
7,1974,44,2,5,10,4,100
1,1982,36,2,4,5,1,30
1,1968,50,1,4,9,2,77
2,1996,22,1,2,16,1,1
7,1999,19,1,2,1,1,58
2,1946,72,1,2,7,2,13
7,1944,74,2,3,NA,3,97
7,1958,60,1,2,12,4,97
5,1957,61,2,2,2,3,90
1,1968,50,2,4,6,3,4
2,1996,22,2,5,8,1,16
2,1962,56,1,2,1,2,50
7,1948,70,2,2,3,2,99
1,1951,67,1,4,7,3,4
2,1952,66,2,6,5,3,1
1,1958,60,2,5,6,4,0
2,1944,74,2,5,4,3,53
3,1968,50,2,5,9,3,5
6,1938,80,1,2,11,3,97
5,1947,71,1,6,8,3,90
NA,1973,45,1,6,5,4,41
1,1960,58,2,5,4,3,0
6,1943,75,2,5,NA,2,56
1,1939,79,2,6,7,4,0
1,1951,67,1,5,9,2,0
4,1944,74,1,5,12,3,100
7,1952,66,1,6,NA,3,95
6,1992,26,2,2,6,4,97
NA,2000,18,2,1,NA,2,9
6,1973,45,1,2,4,3,90
1,1963,55,1,3,15,1,41
5,1962,56,2,4,10,4,65
5,1989,29,2,5,3,4,99
6,1961,57,2,5,12,1,99
5,1963,55,1,3,10,3,98
5,1949,69,2,2,NA,2,70
1,1960,58,1,2,4,1,2
3,1993,25,1,3,4,4,7
5,1985,33,2,3,9,3,95
7,1988,30,2,4,7,1,79
3,1963,55,1,4,7,3,2
3,1942,76,2,5,2,2,5
7,1938,80,1,4,11,4,80
1,1948,70,2,2,8,2,0
3,1983,35,2,5,8,3,3
NA,2000,18,2,2,1,4,8
4,1959,59,2,5,4,3,5
NA,1964,54,2,3,1,3,24
1,1955,63,2,6,8,4,2
4,1946,72,2,3,5,3,71
7,1966,52,2,3,8,3,78
1,1959,59,2,5,11,4,0
1,1983,35,2,2,1,3,4
7,1990,28,2,2,3,4,91
2,1968,50,1,2,3,2,0
2,1991,27,2,6,7,4,1
3,1982,36,2,3,1,1,5
4,1977,41,2,3,2,3,69
4,1996,22,2,5,6,3,3
5,1964,54,1,4,2,4,71
7,1987,31,2,5,4,3,89
3,1948,70,2,2,3,2,0
2,1982,36,2,3,5,3,3
5,1998,20,2,3,3,2,84
7,1972,46,2,5,10,2,94
4,1957,61,1,4,10,2,40
4,1962,56,2,5,NA,3,90
2,1972,46,2,4,3,3,1
2,1952,66,2,3,8,1,3
1,1936,82,2,3,3,2,0
1,1958,60,2,5,8,4,2
NA,1976,42,2,1,2,3,70
7,1965,53,2,5,10,4,99
7,1982,36,2,3,6,4,99
7,1967,51,2,5,2,4,71
1,1957,61,2,6,11,3,2
7,1952,66,2,3,NA,3,99
3,1974,44,2,6,11,4,1
7,1980,38,2,4,1,4,73
2,1966,52,1,4,10,2,8
1,1955,63,2,2,9,2,0
7,1967,51,2,3,10,1,98
6,1977,41,1,2,1,2,100
1,1961,57,2,4,3,2,1
7,1962,56,1,3,10,2,96
7,1966,52,2,3,10,2,99
7,1961,57,2,3,2,4,69
3,1988,30,2,5,4,3,3
1,1956,62,2,3,1,2,3
3,1971,47,2,4,4,2,10
6,1951,67,2,2,2,3,85
2,1985,33,2,3,7,1,1
3,1991,27,2,2,4,3,1
7,1956,62,1,6,9,2,100
1,1941,77,1,5,11,2,1
7,1956,62,1,5,4,1,100
3,1950,68,1,5,7,1,0
2,1961,57,1,5,11,4,0
4,1958,60,1,4,7,4,22
4,1962,56,1,6,11,4,20
6,1950,68,1,6,8,2,69
7,1941,77,2,5,9,4,100
4,1977,41,2,5,NA,1,53
7,1985,33,2,4,7,2,100
4,1969,49,2,5,11,1,80
3,1990,28,2,5,4,4,1
5,1989,29,2,2,1,2,99
1,1996,22,2,2,6,4,54
6,1993,25,2,6,5,3,50
7,1987,31,1,3,4,2,100
5,1961,57,2,2,4,3,100
5,1950,68,1,6,11,3,94
5,1963,55,1,4,11,3,97
1,1970,48,2,3,6,3,3
7,1957,61,2,3,6,4,100
5,1959,59,2,4,NA,3,100
1,1951,67,1,3,1,1,1
7,1936,82,2,5,3,3,84
7,1949,69,1,2,3,3,100
6,1957,61,2,6,4,2,1
5,1959,59,2,3,2,4,60
1,1938,80,1,6,NA,4,2
7,1959,59,2,3,NA,2,96
4,1984,34,2,2,6,2,57
2,1978,40,2,2,2,3,52
4,1972,46,1,2,1,3,70
2,1967,51,1,2,5,3,8
4,1976,42,2,2,3,3,5
NA,1973,45,1,2,2,3,56
4,1948,70,2,2,4,3,13
1,1972,46,2,2,1,4,0
7,1947,71,2,2,3,3,99
4,1970,48,2,2,4,4,9
1,1964,54,2,2,5,3,1
2,1941,77,1,2,8,1,0
1,1968,50,2,4,3,3,5
3,1973,45,1,6,2,1,4
5,1950,68,1,2,NA,3,86
1,1953,65,2,4,7,4,2
3,1977,41,1,6,9,3,69
3,1959,59,2,3,6,2,5
1,1940,78,2,4,5,1,4
5,1962,56,2,3,NA,4,100
1,1986,32,2,5,6,2,0
5,1961,57,1,3,10,1,94
6,1945,73,1,2,4,1,79
1,1983,35,1,6,9,4,3
NA,1981,37,2,5,7,1,99
3,1969,49,2,3,2,4,6
2,1954,64,2,4,3,2,6
7,1981,37,2,5,11,2,95
6,1952,66,2,2,2,4,14
7,1993,25,2,2,1,4,100
2,1986,32,1,5,5,3,12
6,1942,76,1,2,NA,4,77
3,1964,54,1,5,6,2,2
3,1958,60,1,3,7,4,0
7,1956,62,1,5,12,4,81
1,1967,51,1,6,11,2,2
6,1958,60,1,4,6,4,71
1,1954,64,1,6,10,1,3
3,1970,48,1,6,3,4,1
7,1947,71,1,3,8,2,87
3,1957,61,1,6,9,2,0
2,1951,67,1,5,11,2,71
5,1944,74,1,5,6,4,30
4,1960,58,1,6,NA,4,2
2,1951,67,1,6,7,3,0
3,1955,63,1,3,2,2,5
5,1929,89,1,3,NA,3,88
4,1989,29,2,1,NA,1,NA
4,1997,21,2,3,8,1,47
3,1970,48,1,3,8,3,20
1,1997,21,2,3,2,4,1
5,1963,55,1,4,8,1,100
5,1957,61,1,3,11,3,81
4,1998,20,2,2,4,1,100
5,1954,64,1,3,NA,4,99
3,1963,55,1,3,5,3,0
1,1959,59,1,3,5,4,3
5,1991,27,1,3,5,3,71
1,1958,60,1,3,12,3,0
6,1994,24,2,3,9,3,62
1,1944,74,2,2,6,2,3
3,1963,55,1,3,12,4,0
7,1960,58,1,4,2,3,100
NA,1975,43,2,3,2,4,56
5,1957,61,1,2,5,3,100
7,1955,63,1,4,1,3,100
7,1960,58,1,3,15,4,91
6,1968,50,1,2,3,1,47
4,1954,64,1,2,1,4,0
6,1955,63,1,2,NA,4,90
4,1957,61,1,3,1,2,63
7,1977,41,2,5,NA,3,47
7,1982,36,2,3,7,4,60
7,1987,31,2,5,6,2,72
4,1986,32,2,2,8,3,88
2,1972,46,2,5,7,1,0
1,1975,43,2,3,3,2,1
2,1985,33,1,5,12,3,55
3,1997,21,1,3,2,4,1
1,1977,41,2,6,12,1,1
5,1932,86,1,5,NA,4,100
1,1985,33,1,5,9,1,3
1,1944,74,2,3,8,2,0
4,1950,68,1,3,2,1,88
5,1971,47,1,3,9,2,98
3,1958,60,2,3,6,2,0
4,1971,47,2,2,1,2,3
4,1972,46,2,1,2,1,50
4,1989,29,2,2,2,1,91
4,1947,71,1,2,2,1,1
3,1990,28,1,6,3,3,0
NA,1991,27,1,5,4,1,55
1,1992,26,1,5,6,4,1
2,1992,26,1,6,6,1,20
7,1961,57,1,4,NA,3,99
5,1999,19,1,1,8,3,41
1,1974,44,1,4,4,3,0
7,1963,55,1,3,NA,2,80
7,1963,55,1,3,10,4,100
1,1999,19,1,3,10,1,0
4,1963,55,1,4,2,3,95
4,1957,61,1,3,7,4,50
6,2000,18,2,3,13,1,68
5,1957,61,1,4,3,4,99
6,1957,61,2,5,10,2,41
2,1949,69,2,5,6,2,12
1,1946,72,2,5,12,4,2
2,1964,54,1,3,5,2,1
6,1980,38,2,5,9,3,91
5,1987,31,2,5,6,3,76
4,1968,50,1,5,NA,3,80
2,1965,53,1,3,8,4,0
1,1999,19,1,3,NA,3,5
3,1945,73,1,5,8,4,15
6,1963,55,2,3,4,3,60
6,1958,60,2,5,NA,3,71
5,1955,63,2,2,5,1,9
7,1963,55,2,2,5,3,45
1,1957,61,1,5,7,2,0
7,1964,54,1,5,10,2,82
1,1953,65,2,3,8,3,2
7,1949,69,2,2,7,2,98
1,1989,29,2,1,2,1,61
NA,1994,24,2,2,5,2,0
5,1996,22,2,2,3,4,67
5,1959,59,1,2,10,2,100
4,1980,38,1,2,11,1,9
6,1952,66,1,2,9,3,99
5,1952,66,1,3,6,1,96
4,1966,52,1,5,4,1,72
7,1972,46,1,5,9,4,85
NA,1993,25,1,3,NA,1,52
7,1996,22,1,4,7,3,100
2,1944,74,1,5,8,4,8
7,1957,61,1,3,3,3,94
6,1956,62,1,4,12,3,96
7,1953,65,2,5,11,4,95
7,1979,39,1,6,9,3,99
7,1968,50,1,3,12,1,60
5,1984,34,1,5,8,2,19
6,1971,47,1,1,4,1,99
2,1957,61,1,2,1,2,2
7,1949,69,2,2,5,2,100
1,1983,35,2,5,7,4,1
1,1947,71,2,2,4,1,3
7,1958,60,2,3,5,1,100
5,1955,63,1,6,12,4,85
3,1953,65,1,5,11,2,0
5,1948,70,1,4,5,1,71
7,1970,48,1,6,14,3,100
1,1963,55,1,3,4,1,1
4,1969,49,1,4,1,4,72
6,1963,55,1,2,8,3,81
7,1975,43,2,2,6,2,60
1,1965,53,1,5,11,1,0
1,1955,63,1,3,7,3,0
1,1962,56,2,5,10,3,0
3,1977,41,2,6,4,1,3
2,1980,38,1,2,1,3,1
4,1990,28,2,2,4,4,1
4,1997,21,2,2,5,1,0
4,1987,31,1,2,1,3,41
2,1968,50,2,2,6,2,6
4,1959,59,1,6,8,4,89
4,1957,61,1,3,5,2,69
2,1985,33,2,2,2,3,47
1,1975,43,2,5,8,3,7
6,1981,37,2,4,NA,3,86
2,1955,63,2,4,6,3,34
7,1975,43,2,4,10,3,99
1,1988,30,2,3,10,4,1
2,1992,26,1,3,8,3,0
7,1942,76,2,3,NA,2,95
1,1971,47,1,5,6,3,3
5,1970,48,2,2,6,3,87
5,1964,54,2,5,10,2,8
6,1992,26,2,4,5,4,100
4,1992,26,2,2,4,2,50
4,1965,53,2,2,3,2,66
4,1997,21,1,3,4,1,53
6,1995,23,2,2,5,2,5
5,1969,49,1,5,2,4,100
7,1981,37,1,5,10,2,79
3,1965,53,2,1,9,4,97
7,1990,28,1,3,2,1,100
2,1961,57,2,4,6,3,30
4,1957,61,1,5,13,3,7
1,1991,27,1,6,4,2,10
5,1996,22,2,5,7,2,40
2,1979,39,2,2,2,3,29
7,1983,35,1,2,3,3,69
1,1997,21,2,2,NA,4,0
2,2000,18,2,2,5,3,3
1,1985,33,1,2,5,3,56
4,1986,32,2,2,NA,2,63
NA,1968,50,2,1,4,3,49
4,1969,49,2,2,4,3,50
4,1984,34,1,1,1,3,100
NA,1968,50,1,2,2,3,9
NA,1988,30,2,2,3,2,48
2,1981,37,2,2,4,1,16
NA,1996,22,2,2,NA,3,50
7,1992,26,2,2,3,1,47
7,1991,27,1,2,12,3,92
4,1992,26,2,2,4,2,42
4,1980,38,2,2,5,4,97
4,1984,34,2,2,1,4,6
4,1982,36,2,2,5,4,1
2,1985,33,2,2,6,3,0
4,2000,18,1,1,NA,4,1
4,1998,20,2,2,3,3,0
4,1991,27,1,2,2,3,0
1,1993,25,2,2,3,3,95
6,1989,29,2,2,4,3,63
NA,1994,24,2,2,4,3,33
4,1967,51,2,2,NA,2,0
NA,1991,27,2,2,NA,3,54
5,1988,30,2,2,3,2,87
NA,1989,29,2,2,2,3,66
5,1995,23,2,1,NA,4,42
3,1990,28,2,2,4,1,6
7,1964,54,1,2,5,3,99
2,2000,18,1,2,NA,3,1
4,2000,18,2,2,2,1,20
4,1989,29,2,1,4,3,14
NA,1985,33,2,2,4,4,42
4,1971,47,1,2,4,3,0
4,1993,25,2,2,1,3,50
7,1996,22,2,2,6,1,100
2,1981,37,1,2,1,2,55
4,1977,41,1,2,7,3,6
3,1984,34,1,1,1,4,9
4,1977,41,1,1,2,1,4
NA,1995,23,2,1,1,1,1
NA,1989,29,2,2,NA,2,76
4,1989,29,1,2,3,4,2
4,1990,28,2,1,1,3,55
NA,1979,39,1,2,3,3,64
3,1991,27,2,1,4,4,5
4,1966,52,1,2,1,3,37
4,1986,32,2,2,1,4,NA
7,2000,18,2,2,5,1,65
NA,1991,27,1,2,3,2,64
1,1994,24,2,2,2,1,10
7,1997,21,2,2,4,3,76
1,1998,20,2,2,NA,1,1
2,1975,43,1,2,4,1,42
4,1994,24,2,2,2,4,73
7,1997,21,1,2,7,3,100
4,1976,42,2,1,6,3,54
5,1997,21,1,1,3,2,52
4,1967,51,1,2,5,4,3
NA,1985,33,2,2,NA,4,72
4,1974,44,1,1,1,3,1
NA,1991,27,2,1,1,1,43
4,2000,18,2,1,1,3,3
2,1997,21,2,2,4,3,30
5,1988,30,1,1,3,1,84
7,1980,38,1,2,9,3,36
2,1983,35,1,2,1,3,37
4,1980,38,1,2,3,4,66
2,1981,37,2,2,5,4,1
1,1992,26,1,2,2,3,0
4,2000,18,1,2,NA,3,52
NA,1999,19,2,2,NA,3,0
2,1971,47,1,1,4,4,69
NA,1975,43,2,2,6,1,52
4,1998,20,1,2,3,2,1
7,1986,32,2,2,4,1,43
NA,1977,41,2,1,7,4,23
1,1973,45,2,2,3,4,51
NA,1988,30,1,1,1,4,0
4,1989,29,1,2,6,3,0
2,1964,54,2,2,6,3,5
NA,1986,32,2,1,3,3,15
3,1981,37,2,2,9,4,45
1,1998,20,1,1,9,2,4
7,1987,31,2,2,7,3,41
1,1976,42,1,2,4,4,6
NA,1991,27,1,1,1,1,64
4,1996,22,2,1,2,4,5
7,1995,23,2,2,1,3,100
NA,1987,31,2,2,2,3,1
NA,1985,33,2,1,3,4,84
2,1965,53,2,1,1,3,7
NA,1969,49,2,1,1,3,47
1,1977,41,2,1,1,1,7
4,1987,31,2,1,2,4,39
4,1988,30,2,2,2,3,58
2,1996,22,2,2,5,1,11
3,2000,18,1,2,NA,2,0
NA,1988,30,2,2,1,3,53
4,1969,49,2,2,3,3,11
2,1966,52,1,2,9,4,53
NA,1982,36,2,2,3,3,69
4,1988,30,1,2,NA,3,2
NA,1998,20,2,2,NA,2,22
4,1996,22,2,2,1,3,23
4,1990,28,1,2,NA,4,0
4,1982,36,2,2,1,3,2
1,1995,23,1,1,15,4,0
4,1984,34,1,1,NA,3,32
3,1987,31,1,2,4,3,100
1,1986,32,2,2,1,1,85
5,1983,35,1,2,2,3,72
4,1966,52,2,1,6,1,18
6,1989,29,2,1,1,3,85
1,1978,40,1,1,2,4,2
6,1985,33,1,2,2,4,30
3,1997,21,1,2,5,3,0
4,1966,52,2,1,1,3,81
NA,1997,21,2,2,1,3,NA
4,1998,20,2,1,1,3,8
4,1979,39,2,2,1,1,65
5,1982,36,2,2,10,4,31
7,2000,18,1,1,NA,4,70
2,1973,45,2,2,4,2,59
1,1998,20,1,1,3,1,0
3,2000,18,2,1,1,3,NA
NA,1998,20,1,1,NA,2,NA
4,2000,18,1,1,2,1,50
4,1993,25,1,1,12,3,NA
2,2000,18,2,1,1,3,0
7,1992,26,2,1,2,3,100
4,1983,35,2,2,5,4,67
NA,1970,48,1,1,2,3,50
4,1974,44,1,1,2,2,6
NA,1973,45,2,1,1,3,47
6,1965,53,2,2,9,3,54
7,1964,54,1,2,NA,3,100
4,1997,21,1,1,4,4,0
3,1970,48,1,1,NA,4,18
1,1996,22,1,2,5,4,3
4,1998,20,2,1,1,3,1
2,1991,27,2,2,9,3,43
1,1970,48,2,2,1,1,25
2,1997,21,1,2,2,3,1
4,2000,18,2,1,1,3,53
4,1987,31,1,2,5,4,48
5,1977,41,1,2,6,3,100
5,1984,34,1,2,1,3,100
3,1991,27,2,2,5,1,5
4,1974,44,1,2,9,4,NA
7,1967,51,1,2,6,2,72
4,1998,20,1,2,1,2,3
4,1972,46,1,1,5,4,4
4,1970,48,1,2,11,3,15
3,1982,36,2,1,2,4,35
5,1965,53,1,1,3,3,100
6,1969,49,1,1,1,3,NA
4,1973,45,1,1,4,3,61
4,1964,54,2,2,3,4,10
4,1988,30,2,2,1,4,0
1,1964,54,2,2,1,1,1
6,1988,30,1,2,4,4,78
NA,1985,33,2,2,3,2,11
NA,1995,23,2,2,1,4,54
NA,1991,27,2,1,1,3,85
4,1979,39,2,2,2,3,6
5,1975,43,2,2,3,3,19
3,1985,33,1,2,NA,4,0
6,1994,24,2,2,NA,3,65
7,1985,33,2,2,1,3,100
4,1993,25,2,2,4,4,51
7,1991,27,2,2,3,3,97
NA,1997,21,2,2,1,4,17
1,1999,19,2,2,9,1,NA
4,1968,50,1,1,1,3,0
4,1975,43,1,2,3,1,96
NA,1990,28,1,2,6,1,6
4,1986,32,1,2,3,3,50
4,1992,26,2,2,2,4,7
7,1977,41,1,2,1,1,100
1,1995,23,1,1,NA,3,97
2,1994,24,1,2,6,3,1
4,1983,35,2,2,1,4,57
4,1980,38,2,1,2,1,9
4,1996,22,1,1,2,1,44
7,1985,33,1,2,NA,1,88
4,1986,32,1,2,3,1,2
2,2000,18,1,1,3,3,21
3,1980,38,2,1,1,3,1
NA,1993,25,1,2,1,1,53
2,1969,49,1,2,1,2,1
6,1986,32,1,2,5,4,47
7,1997,21,1,1,NA,2,100
NA,1988,30,1,2,1,2,99
5,1974,44,1,2,1,3,97
6,1964,54,1,2,4,1,84
4,1981,37,1,2,3,3,41
1,1980,38,2,1,3,4,67
4,1980,38,2,2,6,1,100
4,1979,39,1,2,4,1,91
4,1967,51,1,2,4,3,0
7,1990,28,1,2,2,4,3
7,1983,35,1,1,1,3,100
3,1992,26,1,2,2,1,1
7,1998,20,2,2,1,3,100
2,1992,26,2,2,1,3,21
4,1967,51,1,1,2,3,32
4,1985,33,1,2,7,3,100
NA,1971,47,1,1,2,4,0
7,1980,38,1,1,2,3,84
1,1976,42,1,2,1,3,0
4,1996,22,1,2,NA,3,3
4,1976,42,1,2,9,3,60
4,1994,24,1,2,5,4,3
6,1985,33,1,2,5,2,73
4,1966,52,1,2,1,4,0
4,1969,49,1,2,7,4,2
4,1992,26,1,2,3,3,53
2,1999,19,1,1,4,3,9
4,2000,18,1,2,10,4,44
2,1979,39,1,1,3,3,21
2,1967,51,1,2,5,3,74
6,1996,22,2,2,2,3,50
4,1998,20,2,2,8,2,29
4,1964,54,1,1,1,3,61
4,2000,18,1,2,NA,4,50
4,1982,36,2,1,NA,1,0
2,1999,19,1,1,1,3,6
5,1998,20,2,1,NA,3,20
4,1993,25,2,2,NA,1,9
NA,1978,40,1,1,1,3,3
5,1977,41,1,1,NA,2,85
7,1992,26,2,1,2,3,100
4,1998,20,2,2,4,3,47
4,1968,50,1,2,1,2,33
4,1983,35,1,2,4,3,75
1,1983,35,1,2,3,3,2
4,1966,52,1,2,2,3,84
NA,1987,31,1,1,NA,1,50
4,1982,36,2,2,4,4,NA
2,1988,30,1,2,6,3,0
2,1964,54,1,2,1,1,62
7,1998,20,1,2,15,4,72
1,1975,43,1,1,1,3,19
6,1980,38,1,2,10,3,94
3,1975,43,1,2,2,4,0
1,1987,31,1,2,2,4,79
NA,1969,49,1,2,2,4,41
4,1968,50,1,1,6,2,0
6,1967,51,1,2,2,3,60
2,1990,28,1,2,2,1,0
4,1965,53,1,2,2,1,81
4,1993,25,1,1,8,2,54
NA,1995,23,1,2,NA,4,NA
4,1982,36,1,2,1,4,96
7,1970,48,1,2,3,3,78
6,1970,48,1,2,8,1,99
3,1979,39,1,2,4,4,51
NA,1972,46,1,2,NA,3,63
3,1967,51,1,2,6,3,0
3,1986,32,1,2,3,1,7
7,1990,28,1,2,1,3,100
NA,1995,23,1,2,NA,4,44
4,1987,31,1,2,2,2,20
5,1995,23,1,2,5,3,79
7,1987,31,1,1,2,3,99
3,1986,32,1,2,1,3,50
4,1990,28,1,2,2,3,11
5,1968,50,1,2,1,1,47
NA,1989,29,1,2,NA,4,39
4,1982,36,1,2,2,1,3
4,1979,39,1,2,3,3,3
5,1969,49,1,2,2,1,87
5,1979,39,1,2,6,1,100
